,track,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,decade
3446,Tonight,Ferrante & Teicher,0.576,0.238,2,-13.763,1,0.028,0.79,0.298,0.158,0.372,104.54,178120,4,19.62833,11,1,60
3451,Frankie And Johnny,Elvis Presley,0.423,0.552,5,-7.101,1,0.0581,0.851,0.0,0.276,0.725,137.783,152693,4,23.08414,11,1,60
3455,My Claire De Lune,Steve Lawrence,0.386,0.24,7,-15.147,1,0.0315,0.684,0.000252,0.127,0.293,106.815,167880,4,30.39387,9,1,60
3456,Ninety-Nine And A Half (Won't Do),Wilson Pickett,0.869,0.515,9,-10.261,1,0.043,0.456,0.000745,0.0746,0.953,102.702,157880,4,38.45632,7,1,60
3459,Find My Way Back Home,The Nashville Teens,0.369,0.79,2,-8.358,1,0.0395,0.468,1.21e-05,0.11,0.876,188.873,143693,4,26.80836,7,1,60
3463,Who Do You Love,The Woolies,0.531,0.408,11,-17.054,1,0.0307,0.0829,3.4e-06,0.37,0.901,93.191,123493,4,50.27412,5,1,60
3464,Washed Ashore (On A Lonely Island In The Sea),The Platters,0.46,0.489,0,-12.424,1,0.0419,0.647,0.0,0.33,0.61,68.438,169440,4,49.94752,7,1,60
3469,Can I Get A Witness,Marvin Gaye,0.667,0.59,8,-6.416,1,0.0248,0.468,0.0,0.161,0.696,84.969,166933,4,20.20876,11,1,60
3474,Smokie - Part 2,Bill Black's Combo,0.769,0.273,0,-9.071,1,0.0425,0.314,0.952,0.0911,0.763,117.883,142733,4,50.89334,6,1,60
3475,I Get Around,The Beach Boys,0.39,0.625,9,-7.813,0,0.0537,0.36,0.0,0.0663,0.514,144.338,134387,4,36.71576,7,1,60
3477,This Bitter Earth,Dinah Washington,0.263,0.177,1,-15.702,1,0.0491,0.866,0.0102,0.259,0.271,80.8,150667,3,33.00995,8,1,60
3478,Patty Baby,Freddy Cannon,0.552,0.909,0,-6.206,1,0.0719,0.74,3.02e-05,0.0906,0.771,143.736,124560,4,27.35496,7,1,60
3479,It's Never Too Late,Steppenwolf,0.451,0.653,9,-14.27,1,0.0433,0.493,0.000253,0.573,0.54,78.064,242973,4,86.55146,7,1,60
3480,I Want To Go With You,Eddy Arnold,0.307,0.22,1,-12.057,1,0.0302,0.891,3.09e-05,0.146,0.514,111.355,159413,3,37.98047,7,1,60
3481,The Choice,The O'Jays,0.581,0.558,10,-9.35,0,0.049,0.771,0.0,0.181,0.71,118.69,159907,4,47.50486,7,1,60
3482,Games People Play,Joe South,0.334,0.714,9,-8.379,1,0.155,0.251,4.26e-05,0.257,0.595,172.288,215160,4,29.11145,9,1,60
3483,Twistin' Bells,Santo & Johnny,0.502,0.913,7,-9.328,1,0.0293,0.203,0.914,0.0752,0.966,97.605,141374,4,43.66,6,1,60
3485,"Dance, Dance, Dance",The Beach Boys,0.438,0.81,10,-8.443,1,0.0457,0.455,2.23e-06,0.331,0.761,147.219,142533,4,92.82251,4,1,60
3488,Did You Ever Have To Make Up Your Mind?,The Lovin' Spoonful,0.789,0.501,7,-9.064,1,0.0342,0.761,0.0,0.181,0.945,120.214,119373,4,38.31112,7,1,60
3489,Was It Good To You,The Isley Brothers,0.536,0.668,9,-7.976,1,0.0337,0.187,0.0,0.116,0.861,92.299,163160,4,28.98894,9,1,60
3490,A Fool In Love,Ike & Tina Turner,0.615,0.479,7,-8.429,1,0.0644,0.588,0.000277,0.272,0.788,127.04,160627,4,31.80548,8,1,60
3491,Impossible,Gloria Lynne,0.213,0.394,9,-6.322,1,0.0324,0.808,2.26e-06,0.192,0.343,179.161,172960,3,29.46419,9,1,60
3492,Money (That's what I want),Barrett Strong,0.663,0.815,5,-8.059,1,0.0332,0.35,0.0,0.128,0.952,132.186,157880,4,22.96807,9,1,60
3494,1-2-3,Len Barry,0.65,0.691,5,-7.006,1,0.0409,0.145,0.0,0.305,0.736,126.564,141840,4,13.11714,10,1,60
3495,"Shame, Shame, Shame",Jimmy Reed,0.571,0.498,2,-9.77,1,0.0303,0.965,0.5,0.307,0.9,161.805,169307,4,16.39905,10,1,60
3499,Tomorrow,Strawberry Alarm Clock,0.511,0.698,4,-9.389,0,0.048,0.0186,0.000243,0.64,0.914,147.491,133813,4,23.77752,8,1,60
3500,Do It Right,Brook Benton,0.614,0.542,7,-13.928,1,0.0388,0.618,0.0,0.106,0.787,87.105,153960,4,52.53174,8,1,60
3502,I Could Have Loved You So Well,Ray Peterson,0.265,0.558,11,-5.394,1,0.0634,0.69,8.19e-06,0.099,0.597,180.792,125800,4,27.32303,8,1,60
3506,Are You A Boy Or Are You A Girl,The Barbarians,0.482,0.57,2,-9.87,1,0.0311,0.0296,0.0,0.3,0.83,143.062,137867,4,31.14764,8,1,60
3508,"Mother Nature, Father Time",Brook Benton,0.38,0.321,10,-15.504,1,0.0359,0.595,0.003,0.0914,0.448,106.146,173373,3,31.7194,10,1,60
3515,Ringo,Lorne Greene,0.563,0.521,11,-12.568,1,0.311,0.864,0.0,0.216,0.653,110.794,214213,4,69.32859,8,1,60
3516,Brown Eyed Girl,Van Morrison,0.491,0.583,7,-10.964,1,0.0376,0.182,0.0,0.407,0.907,150.572,183307,4,110.07059,6,1,60
3519,Pretty Blue Eyes,Steve Lawrence,0.477,0.507,5,-11.802,1,0.0328,0.497,0.0,0.36,0.864,126.419,114467,4,35.24479,7,1,60
3521,Georgie Porgie,Jewel Akens,0.794,0.51,10,-7.916,1,0.033,0.566,0.0,0.306,0.849,109.966,128613,4,27.96279,6,1,60
3523,And I Love Her,The Beatles,0.767,0.331,1,-10.777,0,0.0337,0.64,0.0,0.0681,0.636,113.312,149693,4,31.00423,7,1,60
3527,And I Love Him,Esther Phillips,0.594,0.276,3,-10.726,0,0.0262,0.309,0.0,0.0829,0.602,106.37,158733,4,33.49372,9,1,60
3528,Delilah,Tom Jones,0.528,0.482,9,-10.939,0,0.027,0.614,0.0,0.549,0.788,95.82,204160,1,26.24157,13,1,60
3529,In Need Of A Friend,The Cowsills,0.395,0.556,2,-9.507,1,0.0294,0.674,0.0,0.194,0.534,104.48,180093,4,19.65912,11,1,60
3531,Artificial Flowers,Bobby Darin,0.36,0.577,10,-6.611,1,0.0677,0.692,0.0,0.143,0.837,175.203,198773,4,24.71523,10,1,60
3533,Ain't Gonna Kiss Ya,The Ribbons,0.426,0.432,5,-14.316,0,0.0307,0.388,0.0,0.0805,0.918,139.309,144147,4,36.79758,7,1,60
3538,"Me, The Peaceful Heart",Lulu,0.575,0.626,5,-7.325,1,0.0403,0.179,0.0,0.301,0.961,150.4,148973,4,30.2956,7,1,60
3541,Hot Rod Lincoln,Johnny Bond,0.626,0.899,4,-7.366,1,0.055,0.459,0.0007,0.364,0.96,121.415,165987,4,38.43062,9,1,60
3548,"Let Me Tell You, Babe",Nat King Cole,0.713,0.479,3,-11.435,1,0.0325,0.452,0.0,0.092,0.78,119.88,155160,4,60.92008,7,1,60
3551,Havin' Fun,Dion,0.358,0.364,1,-14.805,1,0.0304,0.882,0.00465,0.247,0.519,63.052,136333,3,92.17426,5,1,60
3553,Mary Don't You Weep,Stonewall Jackson,0.613,0.634,5,-11.399,1,0.0295,0.731,0.0,0.19,0.961,135.581,141507,4,24.76891,9,1,60
3555,Days Of Wine And Roses,Andy Williams,0.154,0.185,5,-14.063,1,0.0315,0.911,0.000267,0.112,0.15,83.969,166107,4,42.51415,10,1,60
3556,Georgia On My Mind,Ray Charles,0.304,0.289,4,-10.963,0,0.0432,0.752,0.0,0.756,0.154,147.176,372627,3,52.48614,13,1,60
3561,Said I Wasn't Gonna Tell Nobody,Sam & Dave,0.791,0.413,2,-11.512,1,0.0432,0.281,0.0262,0.111,0.74,122.247,156893,4,35.50901,9,1,60
3566,Autumn Of My Life,Bobby Goldsboro,0.406,0.324,7,-12.429,1,0.0276,0.142,0.0359,0.22,0.314,100.957,211627,4,29.82974,12,1,60
3568,98.6,Keith,0.542,0.335,7,-10.291,1,0.0383,0.38,0.0,0.0828,0.504,74.524,187400,4,54.06921,10,1,60
3571,Route 66 Theme,Nelson Riddle,0.286,0.472,0,-12.264,1,0.0297,0.0279,0.0151,0.211,0.575,154.019,130667,4,48.90527,6,1,60
3572,Frankie And Johnny,Sam Cooke,0.501,0.487,0,-9.799,1,0.192,0.399,0.0,0.706,0.575,109.134,180147,4,30.05113,8,1,60
3573,Indian Lake,The Cowsills,0.695,0.652,7,-9.051,1,0.0316,0.074,6.89e-05,0.0787,0.962,131.857,163547,4,22.96136,9,1,60
3575,I Can't Hear You,Betty Everett,0.36,0.463,2,-10.902,1,0.0358,0.641,1.2e-05,0.378,0.496,192.874,142759,4,28.17072,9,1,60
3576,Cold Feet,Albert King,0.693,0.538,1,-6.058,1,0.0442,0.195,0.758,0.276,0.666,81.092,165947,4,45.59491,7,1,60
3581,"Get Out Of My Life, Woman",Lee Dorsey,0.841,0.4,6,-10.703,1,0.0334,0.294,0.000367,0.0335,0.855,89.594,146267,3,37.82337,7,1,60
3584,Ramona,The Blue Diamonds,0.493,0.603,4,-9.824,1,0.0411,0.152,9.23e-05,0.147,0.657,139.13,147924,4,21.35766,7,1,60
3585,I Love You In The Same Old Way,Paul Anka,0.535,0.47,7,-8.687,1,0.0391,0.469,0.0,0.532,0.772,131.227,146000,4,51.89208,7,1,60
3586,I Could Never Be President,Johnnie Taylor,0.657,0.374,11,-17.829,0,0.0339,0.226,0.0176,0.221,0.941,112.29,136800,4,80.79726,6,1,60
3589,Tell Mama,Etta James,0.676,0.784,5,-6.599,1,0.0334,0.212,0.00288,0.258,0.937,119.812,144000,4,32.97389,9,1,60
3590,Since I Fell For You,Lenny Welch,0.301,0.163,8,-11.089,1,0.031,0.843,0.0,0.126,0.355,87.23,174040,3,31.64688,10,1,60
3592,Yellow Bird,Lawrence Welk And His Orchestra,0.563,0.307,4,-9.892,1,0.0244,0.83,2.15e-05,0.133,0.43,106.548,131493,4,23.16584,8,1,60
3594,Turn On Your Love Light,Bill Black's Combo,0.858,0.396,10,-9.424,1,0.0865,0.648,0.908,0.0856,0.922,101.074,129973,4,63.50933,5,1,60
3595,Surfin,The Beach Boys,0.55,0.854,3,-5.968,1,0.036,0.661,0.0,0.112,0.965,159.231,149373,4,38.3035,8,1,60
3596,As Long As She Needs Me,Sammy Davis Jr.,0.274,0.193,0,-10.959,1,0.0318,0.781,0.0,0.324,0.309,112.477,187400,5,23.66591,9,1,60
3597,How About That,Dee Clark,0.593,0.252,10,-15.847,1,0.0637,0.719,0.0,0.431,0.861,149.803,161231,4,27.94425,9,1,60
3599,Dancin' Out Of My Heart,Ronnie Dove,0.43,0.512,4,-7.315,1,0.0298,0.622,0.0,0.145,0.616,102.03,169093,4,54.61826,7,1,60
3601,Suspicious Minds,Elvis Presley,0.487,0.382,7,-10.889,1,0.0309,0.0422,4.74e-06,0.411,0.714,116.557,261280,4,39.82231,12,1,60
3602,My Dad,Paul Petersen,0.35,0.237,1,-11.244,1,0.0292,0.82,0.0,0.178,0.465,101.8,144493,3,33.38795,8,1,60
3603,Just One Kiss From You,The Impressions,0.41,0.317,0,-9.14,1,0.0363,0.777,0.0,0.108,0.404,140.044,161627,4,17.94165,8,1,60
3604,The Duck,Jackie Lee,0.737,0.614,1,-7.261,1,0.0361,0.138,0.000271,0.0856,0.869,132.808,142594,4,40.06201,9,1,60
3610,Mountain Of Love,Ronnie Dove,0.587,0.621,7,-9.213,1,0.0919,0.591,0.0,0.341,0.657,138.449,153347,4,33.93163,9,1,60
3612,Let The Heartaches Begin,Long John Baldry,0.458,0.724,9,-8.547,1,0.0297,0.0674,2.08e-06,0.323,0.505,90.508,192853,4,49.75016,9,1,60
3613,A Beautiful Story,Sonny & Cher,0.474,0.328,7,-10.766,1,0.0338,0.737,0.0,0.128,0.602,159.172,172800,3,31.84227,8,1,60
3617,This Empty Place,Dionne Warwick,0.756,0.188,11,-19.386,0,0.0421,0.516,0.0,0.127,0.73,114.196,170600,4,43.54344,9,1,60
3625,I Wish You Could Be Here,The Cyrkle,0.466,0.25,0,-18.466,1,0.0338,0.208,0.676,0.0945,0.713,152.47,168840,4,24.86362,11,1,60
3626,Sweet Pea,Tommy Roe,0.646,0.562,4,-12.399,1,0.0356,0.0534,8.54e-06,0.0513,0.964,119.329,134893,4,61.65913,6,1,60
3627,Shout Bamalama,Mickey Murray,0.7,0.68,3,-7.422,1,0.0441,0.515,0.0,0.0864,0.973,159.594,137165,4,35.83691,9,1,60
3631,Tear Drop City,The Monkees,0.298,0.925,2,-7.089,1,0.0852,0.388,0.679,0.352,0.513,176.103,138493,4,52.44058,5,1,60
3632,Les Bicyclettes De Belsize,Engelbert Humperdinck,0.404,0.411,5,-11.508,1,0.0283,0.841,0.0059,0.0948,0.36,110.333,195093,3,45.35765,9,1,60
3634,Cloud Nine,Mongo Santamaria,0.582,0.954,9,-6.122,0,0.215,0.0763,0.833,0.0872,0.632,131.288,344960,4,48.54698,14,1,60
3635,Voice Your Choice,The Radiants,0.324,0.628,10,-8.125,1,0.0366,0.832,2.04e-06,0.537,0.924,202.818,155307,4,29.34253,8,1,60
3637,Stop The Wedding,Etta James,0.416,0.353,10,-9.482,1,0.04,0.85,0.000178,0.287,0.665,173.064,166661,3,159.39547,3,1,60
3638,Hey Harmonica Man,Stevie Wonder,0.597,0.771,7,-7.492,1,0.064,0.584,6.39e-05,0.0759,0.955,92.095,151787,4,16.07791,9,1,60
3639,Wait,Jimmy Clanton,0.392,0.542,9,-7.806,1,0.0423,0.171,0.0,0.205,0.701,198.865,133190,3,72.19317,8,1,60
3645,Over The Mountain (Across The Sea),Bobby Vinton,0.369,0.143,5,-17.835,1,0.0293,0.944,0.000308,0.153,0.348,66.234,145707,3,38.26654,6,1,60
3646,The Way You Do The Things You Do,The Temptations,0.618,0.704,4,-4.686,1,0.0321,0.159,0.000262,0.358,0.741,124.218,165744,4,38.56575,8,1,60
3649,Fakin' It,Simon & Garfunkel,0.476,0.501,9,-11.708,1,0.0372,0.424,1.16e-05,0.16,0.575,101.677,197773,4,22.00498,11,1,60
3650,Eleanor Rigby,The Beatles,0.581,0.28,4,-9.091,0,0.0381,0.936,1.56e-05,0.305,0.813,137.831,126533,4,28.40952,7,1,60
3651,Kool And The Gang,Kool & The Gang,0.61,0.782,0,-10.137,1,0.0554,0.235,0.388,0.239,0.704,135.504,178013,4,37.13929,10,1,60
3654,Pony Time,Chubby Checker,0.453,0.609,8,-6.662,1,0.0296,0.00868,3.43e-05,0.0797,0.96,77.36,147427,4,36.71427,8,1,60
3655,Please Please Me,The Beatles,0.527,0.48,4,-9.61,1,0.028,0.334,0.0,0.0702,0.706,139.388,120853,4,21.33977,7,1,60
3656,"Softly, As I Leave You",Frank Sinatra,0.277,0.34,4,-13.868,1,0.0314,0.656,0.0,0.364,0.342,80.587,171707,4,50.1304,10,1,60
3657,An Open Letter To My Teenage Son,Victor Lundberg,0.559,0.359,0,-16.771,1,0.505,0.88,0.0,0.152,0.713,92.636,263893,3,50.53523,11,1,60
3666,Watch Your Step,Brooks O'Dell,0.535,0.58,4,-8.824,1,0.0476,0.272,0.0,0.224,0.516,106.663,152773,4,24.77605,7,1,60
3667,Make The World Go Away,Timi Yuro,0.363,0.162,6,-11.84,1,0.0324,0.505,0.0,0.36,0.396,73.015,158840,4,52.73596,7,1,60
3668,Can I Trust You?,The Bachelors,0.382,0.5,9,-9.125,0,0.0447,0.622,9.06e-06,0.113,0.417,117.17,161840,3,32.56548,8,1,60
3670,Prayer Meetin',Willie Mitchell,0.74,0.506,6,-8.521,1,0.0496,0.609,0.864,0.0878,0.794,99.825,134720,4,40.03943,9,1,60
3673,Little Pedro,The Olympics,0.588,0.717,0,-6.66,1,0.0601,0.195,1.61e-06,0.274,0.842,81.182,144363,4,69.9429,5,1,60
3674,Tears And Laughter,Dinah Washington,0.423,0.224,10,-14.754,1,0.0532,0.813,0.000205,0.607,0.51,133.282,172000,3,41.33056,8,1,60
3677,Hung On You,The Righteous Brothers,0.231,0.463,7,-13.507,1,0.0348,0.469,0.0,0.551,0.603,98.602,203933,4,48.39806,7,1,60
3678,Sailor (Your Home Is The Sea),Lolita,0.453,0.297,7,-10.041,1,0.0325,0.826,3.98e-05,0.35,0.388,102.537,170200,4,23.64653,10,1,60
3679,Communication Breakdown,Roy Orbison,0.613,0.436,4,-12.176,1,0.0324,0.858,0.00131,0.147,0.668,118.167,181147,4,65.0578,7,1,60
3686,In-A-Gadda-Da-Vida,Iron Butterfly,0.472,0.526,0,-9.505,1,0.0309,0.00291,0.000173,0.181,0.771,119.44,173987,4,66.21176,8,1,60
3687,Let The Four Winds Blow,Fats Domino,0.638,0.451,10,-11.438,1,0.0501,0.555,0.0165,0.119,0.963,90.193,140107,4,53.86108,5,1,60
3689,Man's Temptation,Gene Chandler,0.632,0.424,5,-7.951,1,0.0405,0.546,0.0,0.0861,0.633,88.794,163520,4,54.94352,7,1,60
3691,See Ruby Fall,Johnny Cash,0.72,0.452,0,-12.163,1,0.0317,0.241,0.000503,0.106,0.767,122.038,170840,4,44.98938,10,1,60
3692,Skip A Rope,Henson Cargill,0.623,0.51,6,-13.092,0,0.0374,0.608,0.00267,0.0699,0.54,145.604,160785,4,30.30548,9,1,60
3696,Mountain Of Love,Harold Dorman,0.462,0.438,1,-14.532,0,0.0462,0.763,0.0,0.606,0.778,115.688,148119,4,70.80153,6,1,60
3697,Love Makes A Woman,Barbara Acklin,0.596,0.695,8,-7.105,1,0.0398,0.473,0.0,0.0538,0.892,117.69,176800,4,47.3508,6,1,60
3698,Michelle,Bud Shank,0.543,0.215,5,-15.221,0,0.0342,0.949,0.841,0.121,0.229,115.705,145461,4,33.22946,7,1,60
3699,Eve Of Destruction,Barry McGuire,0.613,0.307,2,-17.385,1,0.0414,0.387,4.52e-06,0.087,0.789,117.305,215827,4,35.72366,9,1,60
3700,Cotton Candy,Al Hirt,0.675,0.671,3,-11.626,1,0.0471,0.394,0.941,0.114,0.966,148.156,134200,4,57.07962,6,1,60
3701,The Comancheros,Claude King,0.623,0.443,3,-12.175,1,0.0444,0.861,0.0,0.192,0.961,77.615,133893,4,31.73748,6,1,60
3702,You Belong To Me,The Duprees,0.322,0.36,1,-8.429,1,0.0273,0.893,2.92e-06,0.0918,0.378,97.63,170187,3,41.42617,8,1,60
3704,Why Do I Love You So,Johnny Tillotson,0.402,0.258,11,-11.335,1,0.031,0.896,1.19e-05,0.115,0.609,152.78,127107,4,36.18332,6,1,60
3706,Two Of A Kind,Sue Thompson,0.406,0.181,10,-12.735,1,0.0306,0.9,5.1e-05,0.101,0.367,77.286,172013,4,39.34977,9,1,60
3707,Misty,Johnny Mathis,0.216,0.267,8,-13.561,1,0.0351,0.876,2.7e-05,0.109,0.218,82.098,216573,4,78.39947,9,1,60
3708,Girl In Love,The Outsiders,0.407,0.134,6,-17.784,0,0.0326,0.341,9.3e-05,0.357,0.324,97.322,200507,4,48.34199,10,1,60
3710,Garden In The Rain,Vic Dana,0.312,0.369,6,-10.054,1,0.0381,0.73,0.0,0.0831,0.208,119.458,136347,3,30.24593,7,1,60
3713,Grits Ain't Groceries (All Around The World),Little Milton,0.69,0.682,4,-8.491,1,0.115,0.375,0.0,0.119,0.783,121.269,161160,4,58.08929,6,1,60
3715,Requiem For The Masses,The Association,0.441,0.214,8,-16.966,0,0.042,0.562,0.0,0.102,0.286,115.085,246373,4,94.66143,11,1,60
3717,My Girl Josephine,Jerry Jaye,0.559,0.867,9,-3.297,1,0.0427,0.258,0.0,0.232,0.961,82.33,118653,4,53.10291,6,1,60
3718,In The Summer Of His Years,Connie Francis,0.408,0.306,1,-10.519,0,0.0289,0.869,0.0,0.179,0.296,80.058,152560,4,39.10951,8,1,60
3719,Stand By Me,Spyder Turner,0.686,0.665,10,-8.056,1,0.0274,0.0183,0.00369,0.067,0.587,95.851,284893,4,24.10931,16,1,60
3720,The Mule,The James Boys,0.8,0.591,8,-10.586,1,0.0704,0.113,0.879,0.186,0.581,151.326,136440,4,24.74417,8,1,60
3721,Elusive Butterfly,Bob Lind,0.577,0.621,3,-8.217,1,0.0262,0.099,0.0,0.0945,0.78,94.982,168533,4,27.97243,8,1,60
3722,Just A Closer Walk With Thee,Jimmie Rodgers,0.502,0.0933,10,-24.702,1,0.0423,0.983,0.000127,0.156,0.413,108.271,161160,4,27.89325,8,1,60
3725,"The Biplane, Ever More",The Irish Rovers,0.547,0.457,4,-8.495,1,0.0322,0.776,0.0,0.077,0.528,95.183,170267,4,35.83016,6,1,60
3727,Point Of No Return,Gene McDaniels,0.645,0.425,5,-8.352,1,0.0469,0.46,0.0,0.0584,0.885,140.995,139200,4,25.7326,8,1,60
3728,Scratchy,Travis Wammack,0.649,0.66,7,-12.647,1,0.0579,0.12,0.723,0.138,0.967,154.63,156000,4,22.25197,9,1,60
3729,Pony Express,Danny & The Juniors,0.509,0.451,2,-10.584,1,0.113,0.233,0.0,0.265,0.948,165.094,147680,4,20.71193,10,1,60
3731,Shu Rah,Fats Domino,0.696,0.533,0,-12.406,1,0.034,0.0858,0.026,0.158,0.887,113.145,103560,4,47.14316,6,1,60
3733,Riverboat,Faron Young,0.651,0.709,4,-8.817,1,0.049,0.491,0.0,0.099,0.942,90.851,139200,4,17.51767,7,1,60
3734,I Wish You Love,Gloria Lynne,0.27,0.326,0,-8.205,1,0.0339,0.935,2.09e-05,0.145,0.189,81.667,219986,4,23.6328,10,1,60
3739,Laughing Boy,Mary Wells,0.632,0.336,9,-15.992,0,0.0331,0.385,0.0,0.127,0.886,109.493,170439,4,68.07169,7,1,60
3740,Gimme Some Lovin',The Spencer Davis Group,0.598,0.564,0,-6.454,1,0.0319,0.216,0.000204,0.277,0.43,147.62,178840,4,28.14543,8,1,60
3742,Grizzly Bear,The Youngbloods,0.64,0.599,7,-9.64,1,0.045,0.65,1.25e-06,0.0382,0.926,94.807,144547,4,24.19479,9,1,60
3743,I Gotta Dance To Keep From Crying,The Miracles,0.528,0.695,11,-12.156,0,0.077,0.577,6.67e-06,0.162,0.729,77.955,158840,4,50.22112,6,1,60
3747,I Don't Want To Spoil The Party,The Beatles,0.533,0.668,7,-7.237,1,0.033,0.451,0.0,0.149,0.889,95.438,154467,4,21.14051,9,1,60
3748,Fool That I Am,Etta James,0.414,0.117,1,-13.782,1,0.0331,0.95,0.000764,0.357,0.244,80.316,176573,3,50.74116,10,1,60
3749,"Help Me, Rhonda",The Beach Boys,0.544,0.748,1,-6.243,1,0.0298,0.311,0.000716,0.0633,0.825,139.739,168240,4,28.88922,12,1,60
3750,The Way Of A Clown,Teddy Randazzo,0.446,0.579,0,-6.447,0,0.0308,0.386,5.18e-06,0.357,0.526,114.526,163985,4,38.19265,8,1,60
3751,Old Rivers,Walter Brennan,0.583,0.43,9,-11.705,1,0.0768,0.842,0.0,0.145,0.678,118.953,166120,4,46.25565,8,1,60
3754,Fly Me To The Moon,Bobby Womack,0.559,0.601,3,-9.528,1,0.0464,0.26,0.0121,0.122,0.604,114.08,126133,4,31.4847,7,1,60
3757,Deep Purple,Nino Tempo & April Stevens,0.507,0.32,5,-12.472,1,0.0305,0.881,2.59e-05,0.153,0.575,130.565,160133,3,44.62872,9,1,60
3759,Bumble Bee,LaVern Baker,0.632,0.465,5,-10.817,0,0.0366,0.702,1.1e-06,0.11,0.904,119.097,147373,4,25.04492,9,1,60
3762,My Love For You,Johnny Mathis,0.157,0.414,2,-10.966,1,0.0366,0.681,4.72e-05,0.174,0.181,87.92,187160,4,17.84592,9,1,60
3764,Have I Stayed Away Too Long,Bobby Bare,0.583,0.326,9,-13.254,1,0.0272,0.571,0.0,0.259,0.573,105.349,129667,4,28.31453,8,1,60
3765,When Joanna Loved Me,Tony Bennett,0.247,0.247,3,-10.847,1,0.0327,0.885,0.0,0.0915,0.106,81.393,185373,3,40.16472,8,1,60
3771,Go Where You Wanna Go,The 5th Dimension,0.544,0.52,7,-10.628,1,0.0333,0.512,0.0,0.132,0.915,114.321,142200,4,33.96022,8,1,60
3775,All I See Is You,Dusty Springfield,0.337,0.517,7,-9.09,1,0.0337,0.712,4.1e-06,0.0772,0.349,99.694,203360,3,28.46932,10,1,60
3776,Down At Lulu's,Ohio Express,0.691,0.627,11,-7.607,1,0.0386,0.285,7.07e-06,0.107,0.719,133.821,115787,4,33.05462,6,1,60
3778,The Urge,Freddy Cannon,0.567,0.945,0,-5.541,1,0.0539,0.716,0.00127,0.595,0.932,138.419,184067,4,30.98632,10,1,60
3781,We'll Cry Together,Maxine Brown,0.457,0.498,1,-9.233,1,0.0328,0.878,0.000274,0.102,0.557,82.235,184027,3,33.09581,11,1,60
3782,Last Date,Lawrence Welk And His Orchestra,0.535,0.286,0,-11.3,1,0.034,0.832,0.00313,0.143,0.732,71.542,139640,4,37.92119,7,1,60
3783,The Twist,Chubby Checker,0.533,0.638,4,-7.13,1,0.0341,0.202,0.0,0.0729,0.937,156.663,153760,4,24.25674,8,1,60
3784,Heart Full Of Soul,The Yardbirds,0.494,0.666,9,-9.743,0,0.0351,0.229,5.69e-05,0.0469,0.699,140.832,147893,4,53.78518,6,1,60
3785,Bella Linda,The Grass Roots,0.488,0.226,1,-14.1,1,0.031,0.418,8.07e-05,0.068,0.438,111.299,178907,4,26.57477,11,1,60
3786,You Can Run (But You Can't Hide),Jerry Butler,0.544,0.456,3,-12.161,0,0.0496,0.835,0.0,0.213,0.569,112.799,162867,4,50.34555,6,1,60
3789,Blue Side Of Lonesome,Jim Reeves,0.527,0.185,9,-16.72,1,0.0302,0.806,0.00133,0.232,0.378,96.03,199680,3,28.55827,11,1,60
3792,Ode To Billie Joe,Bobbie Gentry,0.637,0.189,7,-10.726,1,0.0471,0.721,0.0,0.0939,0.695,120.142,255002,4,25.95091,14,1,60
3793,Goodnight,Roy Orbison,0.628,0.577,0,-7.361,1,0.0305,0.631,0.00117,0.13,0.693,113.15,149133,4,48.08456,9,1,60
3795,Kansas City Star,Roger Miller,0.762,0.322,11,-15.364,1,0.336,0.432,2.28e-06,0.116,0.902,167.046,143916,4,16.00822,8,1,60
3798,Tell It Like It Is,Aaron Neville,0.542,0.461,2,-7.071,0,0.0286,0.465,0.0,0.177,0.629,94.214,164560,3,21.98967,8,1,60
3799,It's Too Soon To Know,Etta James,0.276,0.231,7,-14.181,1,0.0306,0.855,2.8e-05,0.37,0.405,88.522,167000,3,27.47931,9,1,60
3800,Both Sides Now,Judy Collins,0.352,0.3,8,-9.282,1,0.0301,0.413,0.0,0.1,0.295,58.686,195840,4,54.90278,9,1,60
3801,"One, Two, Three",Ramsey Lewis,0.577,0.629,10,-9.925,0,0.0356,0.773,0.0339,0.23,0.9,157.15,206160,4,31.72844,10,1,60
3803,The Feeling Is Right,Clarence Carter,0.612,0.389,10,-13.696,1,0.0279,0.281,0.0,0.153,0.909,91.852,175067,4,25.82114,9,1,60
3811,High Heel Sneakers,Stevie Wonder,0.31,0.946,7,-7.118,1,0.578,0.398,0.0,0.944,0.679,84.35,207013,4,55.19581,6,1,60
3812,"Yesterday, When I Was Young",Roy Clark,0.328,0.365,2,-13.772,0,0.0582,0.555,0.0,0.146,0.344,178.103,200240,4,44.57771,10,1,60
3813,Can You Please Crawl Out Your Window?,Bob Dylan,0.614,0.576,7,-9.061,1,0.0276,0.492,0.0,0.295,0.749,104.714,243280,4,41.80465,13,1,60
3814,I'll Make Him Love Me,Barbara Lewis,0.446,0.442,0,-14.052,1,0.0399,0.711,0.0,0.733,0.726,128.784,139813,4,46.41148,7,1,60
3819,Yesterday's Hero,Gene Pitney,0.539,0.632,8,-4.572,0,0.0285,0.648,0.000157,0.839,0.76,100.664,153120,4,40.78644,8,1,60
